Identifiant PRM;Type de donnees;Date de debut;Date de fin;Grandeur physique;Grandeur metier;Etape metier;Unite;Pas en minutes
21139073685879;Courbe de charge;13/05/2020;18/06/2020;Energie active;Consommation;Comptage Brut;W;
Horodate;Valeur
2020-06-16T05:00:00+02:00;1602
2020-06-16T05:30:00+02:00;1972
2020-06-16T06:00:00+02:00;4936
2020-06-16T06:30:00+02:00;1068
2020-06-16T07:00:00+02:00;396
2020-06-16T07:30:00+02:00;776
2020-06-16T08:00:00+02:00;502
2020-06-16T08:30:00+02:00;460
2020-06-16T09:00:00+02:00;378
2020-06-16T09:30:00+02:00;704
2020-06-16T10:00:00+02:00;698
2020-06-16T10:30:00+02:00;820
2020-06-16T11:00:00+02:00;1396
2020-06-16T11:30:00+02:00;1200
2020-06-16T12:00:00+02:00;1204
2020-06-16T12:30:00+02:00;1450
2020-06-16T13:00:00+02:00;962
2020-06-16T13:30:00+02:00;1750
2020-06-16T14:00:00+02:00;1574
2020-06-16T14:30:00+02:00;1522
2020-06-16T15:00:00+02:00;1578
2020-06-16T15:30:00+02:00;1544
2020-06-16T16:00:00+02:00;1534
2020-06-16T16:30:00+02:00;1586
2020-06-16T17:00:00+02:00;1512
2020-06-16T17:30:00+02:00;1478
2020-06-16T18:00:00+02:00;1658
2020-06-16T18:30:00+02:00;1972
2020-06-16T19:00:00+02:00;1574
2020-06-16T19:30:00+02:00;1578
2020-06-16T20:00:00+02:00;1538
2020-06-16T20:30:00+02:00;1294
2020-06-16T21:00:00+02:00;1300
2020-06-16T21:30:00+02:00;1360
2020-06-16T22:00:00+02:00;1342
2020-06-16T22:30:00+02:00;1262
2020-06-16T23:00:00+02:00;4846
2020-06-16T23:30:00+02:00;4952
2020-06-17T00:00:00+02:00;4930
2020-06-17T00:30:00+02:00;2296
2020-06-17T01:00:00+02:00;1254
2020-06-17T01:30:00+02:00;1356
2020-06-17T02:00:00+02:00;2200
2020-06-17T02:30:00+02:00;1964
2020-06-17T03:00:00+02:00;1356
2020-06-17T03:30:00+02:00;1304
2020-06-17T04:00:00+02:00;992
2020-06-17T04:30:00+02:00;1524
2020-06-17T05:00:00+02:00;324
2020-06-17T05:30:00+02:00;2496
2020-06-17T06:00:00+02:00;2402
2020-06-17T06:30:00+02:00;1072
2020-06-17T07:00:00+02:00;1444
2020-06-17T07:30:00+02:00;1230
2020-06-17T08:00:00+02:00;602
2020-06-17T08:30:00+02:00;382
2020-06-17T09:00:00+02:00;406
2020-06-17T09:30:00+02:00;378
2020-06-17T10:00:00+02:00;400
2020-06-17T10:30:00+02:00;450
2020-06-17T11:00:00+02:00;452
2020-06-17T11:30:00+02:00;540
2020-06-17T12:00:00+02:00;1242
2020-06-17T12:30:00+02:00;596
2020-06-17T13:00:00+02:00;1018
2020-06-17T13:30:00+02:00;1618
2020-06-17T14:00:00+02:00;1526
2020-06-17T14:30:00+02:00;1502
2020-06-17T15:00:00+02:00;1602
2020-06-17T15:30:00+02:00;1470
2020-06-17T16:00:00+02:00;1548
2020-06-17T16:30:00+02:00;1564
2020-06-17T17:00:00+02:00;1488
2020-06-17T17:30:00+02:00;1620
2020-06-17T18:00:00+02:00;1536
2020-06-17T18:30:00+02:00;1462
2020-06-17T19:00:00+02:00;1928
2020-06-17T19:30:00+02:00;1578
2020-06-17T20:00:00+02:00;1544
2020-06-17T20:30:00+02:00;1378
2020-06-17T21:00:00+02:00;1368
2020-06-17T21:30:00+02:00;1310
2020-06-17T22:00:00+02:00;1244
2020-06-17T22:30:00+02:00;1248
2020-06-17T23:00:00+02:00;4914
2020-06-17T23:30:00+02:00;4880
